date,month,day,day_of_year,year,released_cfs,released_cms,accord_status
12/19/11,12,19,353,2011,29,0.821,post_accord
12/20/11,12,20,354,2011,29,0.821,post_accord
12/21/11,12,21,355,2011,29,0.821,post_accord
12/22/11,12,22,356,2011,29,0.821,post_accord
12/23/11,12,23,357,2011,29,0.821,post_accord
12/24/11,12,24,358,2011,29,0.821,post_accord
12/25/11,12,25,359,2011,29,0.821,post_accord
12/26/11,12,26,360,2011,29,0.821,post_accord
12/27/11,12,27,361,2011,29,0.821,post_accord
12/28/11,12,28,362,2011,29,0.821,post_accord
12/29/11,12,29,363,2011,29,0.821,post_accord
12/30/11,12,30,364,2011,29,0.821,post_accord
12/31/11,12,31,365,2011,29,0.821,post_accord
1/1/12,1,1,1,2012,29,0.821,post_accord
1/2/12,1,2,2,2012,29,0.821,post_accord
1/3/12,1,3,3,2012,29,0.821,post_accord
1/4/12,1,4,4,2012,29,0.821,post_accord
1/5/12,1,5,5,2012,29,0.821,post_accord
1/6/12,1,6,6,2012,29,0.821,post_accord
1/7/12,1,7,7,2012,29,0.821,post_accord
1/8/12,1,8,8,2012,29,0.821,post_accord
1/9/12,1,9,9,2012,29,0.821,post_accord
1/10/12,1,10,10,2012,29,0.821,post_accord
1/11/12,1,11,11,2012,29,0.821,post_accord
1/12/12,1,12,12,2012,29,0.821,post_accord
1/13/12,1,13,13,2012,29,0.821,post_accord
1/14/12,1,14,14,2012,30,0.85,post_accord
1/15/12,1,15,15,2012,31,0.878,post_accord
1/16/12,1,16,16,2012,31,0.878,post_accord
1/17/12,1,17,17,2012,31,0.878,post_accord
1/18/12,1,18,18,2012,31,0.878,post_accord
1/19/12,1,19,19,2012,31,0.878,post_accord
1/20/12,1,20,20,2012,31,0.878,post_accord
1/21/12,1,21,21,2012,31,0.878,post_accord
1/22/12,1,22,22,2012,31,0.878,post_accord
1/23/12,1,23,23,2012,28,0.793,post_accord
1/24/12,1,24,24,2012,28,0.793,post_accord
1/25/12,1,25,25,2012,28,0.793,post_accord
1/26/12,1,26,26,2012,28,0.793,post_accord
1/27/12,1,27,27,2012,28,0.793,post_accord
1/28/12,1,28,28,2012,28,0.793,post_accord
1/29/12,1,29,29,2012,28,0.793,post_accord
1/30/12,1,30,30,2012,27,0.765,post_accord
1/31/12,1,31,31,2012,27,0.765,post_accord
2/1/12,2,1,32,2012,27,0.765,post_accord
2/2/12,2,2,33,2012,27,0.765,post_accord
2/3/12,2,3,34,2012,27,0.765,post_accord
2/4/12,2,4,35,2012,27,0.765,post_accord
2/5/12,2,5,36,2012,27,0.765,post_accord
2/6/12,2,6,37,2012,26,0.736,post_accord
2/7/12,2,7,38,2012,26,0.736,post_accord
2/8/12,2,8,39,2012,26,0.736,post_accord
2/9/12,2,9,40,2012,26,0.736,post_accord
2/10/12,2,10,41,2012,26,0.736,post_accord
2/11/12,2,11,42,2012,26,0.736,post_accord
2/12/12,2,12,43,2012,26,0.736,post_accord
2/13/12,2,13,44,2012,26,0.736,post_accord
2/14/12,2,14,45,2012,26,0.736,post_accord
2/15/12,2,15,46,2012,26,0.736,post_accord
2/16/12,2,16,47,2012,26,0.736,post_accord
2/17/12,2,17,48,2012,26,0.736,post_accord
2/18/12,2,18,49,2012,26,0.736,post_accord
2/19/12,2,19,50,2012,26,0.736,post_accord
2/20/12,2,20,51,2012,26,0.736,post_accord
2/21/12,2,21,52,2012,26,0.736,post_accord
2/22/12,2,22,53,2012,26,0.736,post_accord
2/23/12,2,23,54,2012,26,0.736,post_accord
2/24/12,2,24,55,2012,26,0.736,post_accord
2/25/12,2,25,56,2012,26,0.736,post_accord
2/26/12,2,26,57,2012,26,0.736,post_accord
2/27/12,2,27,58,2012,26,0.736,post_accord
2/28/12,2,28,59,2012,29,0.821,post_accord
2/29/12,2,29,60,2012,33,0.934,post_accord
3/1/12,3,1,61,2012,33,0.934,post_accord
3/2/12,3,2,62,2012,33,0.934,post_accord
3/3/12,3,3,63,2012,33,0.934,post_accord
3/4/12,3,4,64,2012,33,0.934,post_accord
3/5/12,3,5,65,2012,33,0.934,post_accord
3/6/12,3,6,66,2012,35,0.991,post_accord
3/7/12,3,7,67,2012,38,1.076,post_accord
3/8/12,3,8,68,2012,39,1.104,post_accord
3/9/12,3,9,69,2012,39,1.104,post_accord
3/10/12,3,10,70,2012,39,1.104,post_accord
3/11/12,3,11,71,2012,39,1.104,post_accord
3/12/12,3,12,72,2012,39,1.104,post_accord
3/13/12,3,13,73,2012,39,1.104,post_accord
3/14/12,3,14,74,2012,204,5.777,post_accord
3/15/12,3,15,75,2012,119,3.37,post_accord
3/16/12,3,16,76,2012,168,4.757,post_accord
3/17/12,3,17,77,2012,157,4.446,post_accord
3/18/12,3,18,78,2012,70,1.982,post_accord
3/19/12,3,19,79,2012,70,1.982,post_accord
3/20/12,3,20,80,2012,67,1.897,post_accord
3/21/12,3,21,81,2012,65,1.841,post_accord
3/22/12,3,22,82,2012,65,1.841,post_accord
3/23/12,3,23,83,2012,65,1.841,post_accord
3/24/12,3,24,84,2012,65,1.841,post_accord
3/25/12,3,25,85,2012,65,1.841,post_accord
3/26/12,3,26,86,2012,65,1.841,post_accord
3/27/12,3,27,87,2012,176,4.984,post_accord
3/28/12,3,28,88,2012,141,3.993,post_accord
3/29/12,3,29,89,2012,65,1.841,post_accord
3/30/12,3,30,90,2012,65,1.841,post_accord
3/31/12,3,31,91,2012,65,1.841,post_accord
4/1/12,4,1,92,2012,65,1.841,post_accord
4/2/12,4,2,93,2012,65,1.841,post_accord
4/3/12,4,3,94,2012,65,1.841,post_accord
4/4/12,4,4,95,2012,65,1.841,post_accord
4/5/12,4,5,96,2012,65,1.841,post_accord
4/6/12,4,6,97,2012,65,1.841,post_accord
4/7/12,4,7,98,2012,65,1.841,post_accord
4/8/12,4,8,99,2012,65,1.841,post_accord
4/9/12,4,9,100,2012,65,1.841,post_accord
4/10/12,4,10,101,2012,65,1.841,post_accord
4/11/12,4,11,102,2012,65,1.841,post_accord
4/12/12,4,12,103,2012,65,1.841,post_accord
4/13/12,4,13,104,2012,65,1.841,post_accord
4/14/12,4,14,105,2012,65,1.841,post_accord
4/15/12,4,15,106,2012,64,1.812,post_accord
4/16/12,4,16,107,2012,59,1.671,post_accord
4/17/12,4,17,108,2012,55,1.557,post_accord
4/18/12,4,18,109,2012,53,1.501,post_accord
4/19/12,4,19,110,2012,50,1.416,post_accord
4/20/12,4,20,111,2012,48,1.359,post_accord
4/21/12,4,21,112,2012,47,1.331,post_accord
4/22/12,4,22,113,2012,46,1.303,post_accord
4/23/12,4,23,114,2012,46,1.303,post_accord
4/24/12,4,24,115,2012,46,1.303,post_accord
4/25/12,4,25,116,2012,46,1.303,post_accord
4/26/12,4,26,117,2012,46,1.303,post_accord
4/27/12,4,27,118,2012,46,1.303,post_accord
4/28/12,4,28,119,2012,46,1.303,post_accord
4/29/12,4,29,120,2012,46,1.303,post_accord
4/30/12,4,30,121,2012,46,1.303,post_accord
5/1/12,5,1,122,2012,44,1.246,post_accord
5/2/12,5,2,123,2012,43,1.218,post_accord
5/3/12,5,3,124,2012,43,1.218,post_accord
5/4/12,5,4,125,2012,43,1.218,post_accord
5/5/12,5,5,126,2012,43,1.218,post_accord
5/6/12,5,6,127,2012,43,1.218,post_accord
5/7/12,5,7,128,2012,43,1.218,post_accord
5/8/12,5,8,129,2012,43,1.218,post_accord
5/9/12,5,9,130,2012,43,1.218,post_accord
5/10/12,5,10,131,2012,43,1.218,post_accord
5/11/12,5,11,132,2012,43,1.218,post_accord
5/12/12,5,12,133,2012,43,1.218,post_accord
5/13/12,5,13,134,2012,43,1.218,post_accord
5/14/12,5,14,135,2012,43,1.218,post_accord
5/15/12,5,15,136,2012,43,1.218,post_accord
5/16/12,5,16,137,2012,43,1.218,post_accord
5/17/12,5,17,138,2012,43,1.218,post_accord
5/18/12,5,18,139,2012,43,1.218,post_accord
5/19/12,5,19,140,2012,43,1.218,post_accord
5/20/12,5,20,141,2012,45,1.274,post_accord
5/21/12,5,21,142,2012,47,1.331,post_accord
5/22/12,5,22,143,2012,47,1.331,post_accord
5/23/12,5,23,144,2012,47,1.331,post_accord
5/24/12,5,24,145,2012,44,1.246,post_accord
5/25/12,5,25,146,2012,43,1.218,post_accord
5/26/12,5,26,147,2012,43,1.218,post_accord
5/27/12,5,27,148,2012,43,1.218,post_accord
5/28/12,5,28,149,2012,43,1.218,post_accord
5/29/12,5,29,150,2012,43,1.218,post_accord
5/30/12,5,30,151,2012,47,1.331,post_accord
5/31/12,5,31,152,2012,45,1.274,post_accord
6/1/12,6,1,153,2012,43,1.218,post_accord
6/2/12,6,2,154,2012,43,1.218,post_accord
6/3/12,6,3,155,2012,43,1.218,post_accord
6/4/12,6,4,156,2012,44,1.246,post_accord
6/5/12,6,5,157,2012,45,1.274,post_accord
6/6/12,6,6,158,2012,44,1.246,post_accord
6/7/12,6,7,159,2012,51,1.444,post_accord
6/8/12,6,8,160,2012,57,1.614,post_accord
6/9/12,6,9,161,2012,57,1.614,post_accord
6/10/12,6,10,162,2012,57,1.614,post_accord
6/11/12,6,11,163,2012,54,1.529,post_accord
6/12/12,6,12,164,2012,50,1.416,post_accord
6/13/12,6,13,165,2012,48,1.359,post_accord
6/14/12,6,14,166,2012,48,1.359,post_accord
6/15/12,6,15,167,2012,48,1.359,post_accord
6/16/12,6,16,168,2012,48,1.359,post_accord
6/17/12,6,17,169,2012,48,1.359,post_accord
6/18/12,6,18,170,2012,48,1.359,post_accord
6/19/12,6,19,171,2012,48,1.359,post_accord
6/20/12,6,20,172,2012,48,1.359,post_accord
6/21/12,6,21,173,2012,46,1.303,post_accord
6/22/12,6,22,174,2012,43,1.218,post_accord
6/23/12,6,23,175,2012,43,1.218,post_accord
6/24/12,6,24,176,2012,43,1.218,post_accord
6/25/12,6,25,177,2012,45,1.274,post_accord
6/26/12,6,26,178,2012,46,1.303,post_accord
6/27/12,6,27,179,2012,46,1.303,post_accord
6/28/12,6,28,180,2012,52,1.472,post_accord
6/29/12,6,29,181,2012,56,1.586,post_accord
6/30/12,6,30,182,2012,56,1.586,post_accord
7/1/12,7,1,183,2012,56,1.586,post_accord
7/2/12,7,2,184,2012,54,1.529,post_accord
7/3/12,7,3,185,2012,52,1.472,post_accord
7/4/12,7,4,186,2012,50,1.416,post_accord
7/5/12,7,5,187,2012,50,1.416,post_accord
7/6/12,7,6,188,2012,52,1.472,post_accord
7/7/12,7,7,189,2012,55,1.557,post_accord
7/8/12,7,8,190,2012,55,1.557,post_accord
7/9/12,7,9,191,2012,62,1.756,post_accord
7/10/12,7,10,192,2012,63,1.784,post_accord
7/11/12,7,11,193,2012,63,1.784,post_accord
7/12/12,7,12,194,2012,63,1.784,post_accord
7/13/12,7,13,195,2012,58,1.642,post_accord
7/14/12,7,14,196,2012,50,1.416,post_accord
7/15/12,7,15,197,2012,45,1.274,post_accord
7/16/12,7,16,198,2012,43,1.218,post_accord
7/17/12,7,17,199,2012,43,1.218,post_accord
7/18/12,7,18,200,2012,43,1.218,post_accord
7/19/12,7,19,201,2012,43,1.218,post_accord
7/20/12,7,20,202,2012,43,1.218,post_accord
7/21/12,7,21,203,2012,43,1.218,post_accord
7/22/12,7,22,204,2012,43,1.218,post_accord
7/23/12,7,23,205,2012,43,1.218,post_accord
7/24/12,7,24,206,2012,43,1.218,post_accord
7/25/12,7,25,207,2012,43,1.218,post_accord
7/26/12,7,26,208,2012,43,1.218,post_accord
7/27/12,7,27,209,2012,43,1.218,post_accord
7/28/12,7,28,210,2012,43,1.218,post_accord
7/29/12,7,29,211,2012,43,1.218,post_accord
7/30/12,7,30,212,2012,43,1.218,post_accord
7/31/12,7,31,213,2012,43,1.218,post_accord
8/1/12,8,1,214,2012,41,1.161,post_accord
8/2/12,8,2,215,2012,40,1.133,post_accord
8/3/12,8,3,216,2012,40,1.133,post_accord
8/4/12,8,4,217,2012,40,1.133,post_accord
8/5/12,8,5,218,2012,40,1.133,post_accord
8/6/12,8,6,219,2012,40,1.133,post_accord
8/7/12,8,7,220,2012,39,1.104,post_accord
8/8/12,8,8,221,2012,37,1.048,post_accord
8/9/12,8,9,222,2012,37,1.048,post_accord
8/10/12,8,10,223,2012,37,1.048,post_accord
8/11/12,8,11,224,2012,37,1.048,post_accord
8/12/12,8,12,225,2012,37,1.048,post_accord
8/13/12,8,13,226,2012,37,1.048,post_accord
8/14/12,8,14,227,2012,37,1.048,post_accord
8/15/12,8,15,228,2012,37,1.048,post_accord
8/16/12,8,16,229,2012,37,1.048,post_accord
8/17/12,8,17,230,2012,37,1.048,post_accord
8/18/12,8,18,231,2012,37,1.048,post_accord
8/19/12,8,19,232,2012,37,1.048,post_accord
8/20/12,8,20,233,2012,37,1.048,post_accord
8/21/12,8,21,234,2012,37,1.048,post_accord
8/22/12,8,22,235,2012,37,1.048,post_accord
8/23/12,8,23,236,2012,37,1.048,post_accord
8/24/12,8,24,237,2012,37,1.048,post_accord
8/25/12,8,25,238,2012,37,1.048,post_accord
8/26/12,8,26,239,2012,37,1.048,post_accord
8/27/12,8,27,240,2012,37,1.048,post_accord
8/28/12,8,28,241,2012,37,1.048,post_accord
8/29/12,8,29,242,2012,37,1.048,post_accord
8/30/12,8,30,243,2012,37,1.048,post_accord
8/31/12,8,31,244,2012,35,0.991,post_accord
9/1/12,9,1,245,2012,34,0.963,post_accord
9/2/12,9,2,246,2012,34,0.963,post_accord
9/3/12,9,3,247,2012,34,0.963,post_accord
9/4/12,9,4,248,2012,34,0.963,post_accord
9/5/12,9,5,249,2012,34,0.963,post_accord
9/6/12,9,6,250,2012,34,0.963,post_accord
9/7/12,9,7,251,2012,34,0.963,post_accord
9/8/12,9,8,252,2012,34,0.963,post_accord
9/9/12,9,9,253,2012,34,0.963,post_accord
9/10/12,9,10,254,2012,34,0.963,post_accord
9/11/12,9,11,255,2012,36,1.019,post_accord
9/12/12,9,12,256,2012,37,1.048,post_accord
9/13/12,9,13,257,2012,37,1.048,post_accord
9/14/12,9,14,258,2012,37,1.048,post_accord
9/15/12,9,15,259,2012,37,1.048,post_accord
9/16/12,9,16,260,2012,37,1.048,post_accord
9/17/12,9,17,261,2012,37,1.048,post_accord
9/18/12,9,18,262,2012,37,1.048,post_accord
9/19/12,9,19,263,2012,37,1.048,post_accord
9/20/12,9,20,264,2012,36,1.019,post_accord
9/21/12,9,21,265,2012,34,0.963,post_accord
9/22/12,9,22,266,2012,34,0.963,post_accord
9/23/12,9,23,267,2012,34,0.963,post_accord
9/24/12,9,24,268,2012,34,0.963,post_accord
9/25/12,9,25,269,2012,34,0.963,post_accord
9/26/12,9,26,270,2012,33,0.934,post_accord
9/27/12,9,27,271,2012,33,0.934,post_accord
9/28/12,9,28,272,2012,33,0.934,post_accord
9/29/12,9,29,273,2012,33,0.934,post_accord
9/30/12,9,30,274,2012,33,0.934,post_accord
10/1/12,10,1,275,2012,33,0.934,post_accord
10/2/12,10,2,276,2012,33,0.934,post_accord
10/3/12,10,3,277,2012,33,0.934,post_accord
10/4/12,10,4,278,2012,33,0.934,post_accord
10/5/12,10,5,279,2012,33,0.934,post_accord
10/6/12,10,6,280,2012,32,0.906,post_accord
10/7/12,10,7,281,2012,31,0.878,post_accord
10/8/12,10,8,282,2012,31,0.878,post_accord
10/9/12,10,9,283,2012,31,0.878,post_accord
10/10/12,10,10,284,2012,31,0.878,post_accord
10/11/12,10,11,285,2012,31,0.878,post_accord
10/12/12,10,12,286,2012,31,0.878,post_accord
10/13/12,10,13,287,2012,30,0.85,post_accord
10/14/12,10,14,288,2012,30,0.85,post_accord
10/15/12,10,15,289,2012,30,0.85,post_accord
10/16/12,10,16,290,2012,30,0.85,post_accord
10/17/12,10,17,291,2012,30,0.85,post_accord
10/18/12,10,18,292,2012,30,0.85,post_accord
10/19/12,10,19,293,2012,31,0.878,post_accord
10/20/12,10,20,294,2012,33,0.934,post_accord
10/21/12,10,21,295,2012,33,0.934,post_accord
10/22/12,10,22,296,2012,31,0.878,post_accord
10/23/12,10,23,297,2012,31,0.878,post_accord
10/24/12,10,24,298,2012,30,0.85,post_accord
10/25/12,10,25,299,2012,29,0.821,post_accord
10/26/12,10,26,300,2012,29,0.821,post_accord
10/27/12,10,27,301,2012,29,0.821,post_accord
10/28/12,10,28,302,2012,29,0.821,post_accord
10/29/12,10,29,303,2012,29,0.821,post_accord
10/30/12,10,30,304,2012,30,0.85,post_accord
10/31/12,10,31,305,2012,33,0.934,post_accord
11/1/12,11,1,306,2012,33,0.934,post_accord
11/2/12,11,2,307,2012,33,0.934,post_accord
11/3/12,11,3,308,2012,33,0.934,post_accord
11/4/12,11,4,309,2012,33,0.934,post_accord
11/5/12,11,5,310,2012,33,0.934,post_accord
11/6/12,11,6,311,2012,33,0.934,post_accord
11/7/12,11,7,312,2012,33,0.934,post_accord
11/8/12,11,8,313,2012,33,0.934,post_accord
11/9/12,11,9,314,2012,33,0.934,post_accord
11/10/12,11,10,315,2012,33,0.934,post_accord
11/11/12,11,11,316,2012,33,0.934,post_accord
11/12/12,11,12,317,2012,33,0.934,post_accord
11/13/12,11,13,318,2012,33,0.934,post_accord
11/14/12,11,14,319,2012,33,0.934,post_accord
11/15/12,11,15,320,2012,33,0.934,post_accord
11/16/12,11,16,321,2012,33,0.934,post_accord
11/17/12,11,17,322,2012,32,0.906,post_accord
11/18/12,11,18,323,2012,31,0.878,post_accord
11/19/12,11,19,324,2012,31,0.878,post_accord
11/20/12,11,20,325,2012,31,0.878,post_accord
11/21/12,11,21,326,2012,31,0.878,post_accord
11/22/12,11,22,327,2012,32,0.906,post_accord
11/23/12,11,23,328,2012,33,0.934,post_accord
11/24/12,11,24,329,2012,33,0.934,post_accord
11/25/12,11,25,330,2012,33,0.934,post_accord
11/26/12,11,26,331,2012,33,0.934,post_accord
11/27/12,11,27,332,2012,33,0.934,post_accord
11/28/12,11,28,333,2012,52,1.472,post_accord
11/29/12,11,29,334,2012,85,2.407,post_accord
11/30/12,11,30,335,2012,85,2.407,post_accord
12/1/12,12,1,336,2012,85,2.407,post_accord
12/2/12,12,2,337,2012,300,8.495,post_accord
12/3/12,12,3,338,2012,75,2.124,post_accord
12/4/12,12,4,339,2012,50,1.416,post_accord
12/5/12,12,5,340,2012,37,1.048,post_accord
12/6/12,12,6,341,2012,34,0.963,post_accord
12/7/12,12,7,342,2012,32,0.906,post_accord
12/8/12,12,8,343,2012,32,0.906,post_accord
12/9/12,12,9,344,2012,32,0.906,post_accord
12/10/12,12,10,345,2012,32,0.906,post_accord
12/11/12,12,11,346,2012,32,0.906,post_accord
12/12/12,12,12,347,2012,32,0.906,post_accord
12/13/12,12,13,348,2012,32,0.906,post_accord
12/14/12,12,14,349,2012,32,0.906,post_accord
12/15/12,12,15,350,2012,32,0.906,post_accord
12/16/12,12,16,351,2012,32,0.906,post_accord
12/17/12,12,17,352,2012,32,0.906,post_accord
12/18/12,12,18,353,2012,32,0.906,post_accord
12/19/12,12,19,354,2012,32,0.906,post_accord
12/20/12,12,20,355,2012,32,0.906,post_accord
12/21/12,12,21,356,2012,32,0.906,post_accord
12/22/12,12,22,357,2012,292,8.269,post_accord
12/23/12,12,23,358,2012,630,17.84,post_accord
12/24/12,12,24,359,2012,63,1.784,post_accord
12/25/12,12,25,360,2012,175,4.955,post_accord
12/26/12,12,26,361,2012,53,1.501,post_accord
12/27/12,12,27,362,2012,30,0.85,post_accord
12/28/12,12,28,363,2012,30,0.85,post_accord
12/29/12,12,29,364,2012,30,0.85,post_accord
12/30/12,12,30,365,2012,28,0.793,post_accord
12/31/12,12,31,366,2012,27,0.765,post_accord
1/1/13,1,1,1,2013,27,0.765,post_accord
1/2/13,1,2,2,2013,27,0.765,post_accord
1/3/13,1,3,3,2013,27,0.765,post_accord
1/4/13,1,4,4,2013,26,0.736,post_accord
1/5/13,1,5,5,2013,26,0.736,post_accord
1/6/13,1,6,6,2013,26,0.736,post_accord
1/7/13,1,7,7,2013,26,0.736,post_accord
1/8/13,1,8,8,2013,26,0.736,post_accord
1/9/13,1,9,9,2013,26,0.736,post_accord
1/10/13,1,10,10,2013,26,0.736,post_accord
1/11/13,1,11,11,2013,26,0.736,post_accord
1/12/13,1,12,12,2013,26,0.736,post_accord
1/13/13,1,13,13,2013,26,0.736,post_accord
1/14/13,1,14,14,2013,26,0.736,post_accord
1/15/13,1,15,15,2013,26,0.736,post_accord
1/16/13,1,16,16,2013,26,0.736,post_accord
1/17/13,1,17,17,2013,26,0.736,post_accord
1/18/13,1,18,18,2013,26,0.736,post_accord
1/19/13,1,19,19,2013,26,0.736,post_accord
1/20/13,1,20,20,2013,26,0.736,post_accord
1/21/13,1,21,21,2013,26,0.736,post_accord
1/22/13,1,22,22,2013,26,0.736,post_accord
1/23/13,1,23,23,2013,26,0.736,post_accord
1/24/13,1,24,24,2013,26,0.736,post_accord
1/25/13,1,25,25,2013,26,0.736,post_accord
1/26/13,1,26,26,2013,26,0.736,post_accord
1/27/13,1,27,27,2013,26,0.736,post_accord
1/28/13,1,28,28,2013,28,0.793,post_accord
1/29/13,1,29,29,2013,28,0.793,post_accord
1/30/13,1,30,30,2013,28,0.793,post_accord
1/31/13,1,31,31,2013,28,0.793,post_accord
2/1/13,2,1,32,2013,28,0.793,post_accord
2/2/13,2,2,33,2013,27,0.765,post_accord
2/3/13,2,3,34,2013,27,0.765,post_accord
2/4/13,2,4,35,2013,27,0.765,post_accord
2/5/13,2,5,36,2013,27,0.765,post_accord
2/6/13,2,6,37,2013,27,0.765,post_accord
2/7/13,2,7,38,2013,27,0.765,post_accord
2/8/13,2,8,39,2013,27,0.765,post_accord
2/9/13,2,9,40,2013,27,0.765,post_accord
2/10/13,2,10,41,2013,27,0.765,post_accord
2/11/13,2,11,42,2013,27,0.765,post_accord
2/12/13,2,12,43,2013,27,0.765,post_accord
2/13/13,2,13,44,2013,27,0.765,post_accord
2/14/13,2,14,45,2013,27,0.765,post_accord
2/15/13,2,15,46,2013,27,0.765,post_accord
2/16/13,2,16,47,2013,27,0.765,post_accord
2/17/13,2,17,48,2013,27,0.765,post_accord
2/18/13,2,18,49,2013,27,0.765,post_accord
2/19/13,2,19,50,2013,27,0.765,post_accord
2/20/13,2,20,51,2013,27,0.765,post_accord
2/21/13,2,21,52,2013,27,0.765,post_accord
2/22/13,2,22,53,2013,27,0.765,post_accord
2/23/13,2,23,54,2013,27,0.765,post_accord
2/24/13,2,24,55,2013,27,0.765,post_accord
2/25/13,2,25,56,2013,28,0.793,post_accord
2/26/13,2,26,57,2013,28,0.793,post_accord
2/27/13,2,27,58,2013,27,0.765,post_accord
2/28/13,2,28,59,2013,26,0.736,post_accord
3/1/13,3,1,60,2013,26,0.736,post_accord
3/2/13,3,2,61,2013,26,0.736,post_accord
3/3/13,3,3,62,2013,26,0.736,post_accord
3/4/13,3,4,63,2013,31,0.878,post_accord
3/5/13,3,5,64,2013,34,0.963,post_accord
3/6/13,3,6,65,2013,34,0.963,post_accord
3/7/13,3,7,66,2013,36,1.019,post_accord
3/8/13,3,8,67,2013,38,1.076,post_accord
3/9/13,3,9,68,2013,39,1.104,post_accord
3/10/13,3,10,69,2013,39,1.104,post_accord
3/11/13,3,11,70,2013,39,1.104,post_accord
3/12/13,3,12,71,2013,37,1.048,post_accord
3/13/13,3,13,72,2013,35,0.991,post_accord
3/14/13,3,14,73,2013,35,0.991,post_accord
3/15/13,3,15,74,2013,35,0.991,post_accord
3/16/13,3,16,75,2013,35,0.991,post_accord
3/17/13,3,17,76,2013,35,0.991,post_accord
3/18/13,3,18,77,2013,35,0.991,post_accord
3/19/13,3,19,78,2013,35,0.991,post_accord
3/20/13,3,20,79,2013,35,0.991,post_accord
3/21/13,3,21,80,2013,35,0.991,post_accord
3/22/13,3,22,81,2013,35,0.991,post_accord
3/23/13,3,23,82,2013,35,0.991,post_accord
3/24/13,3,24,83,2013,35,0.991,post_accord
3/25/13,3,25,84,2013,119,3.37,post_accord
3/26/13,3,26,85,2013,114,3.228,post_accord
3/27/13,3,27,86,2013,85,2.407,post_accord
3/28/13,3,28,87,2013,72,2.039,post_accord
3/29/13,3,29,88,2013,70,1.982,post_accord
3/30/13,3,30,89,2013,70,1.982,post_accord
3/31/13,3,31,90,2013,70,1.982,post_accord
4/1/13,4,1,91,2013,70,1.982,post_accord
4/2/13,4,2,92,2013,70,1.982,post_accord
4/3/13,4,3,93,2013,70,1.982,post_accord
4/4/13,4,4,94,2013,70,1.982,post_accord
4/5/13,4,5,95,2013,70,1.982,post_accord
4/6/13,4,6,96,2013,70,1.982,post_accord
4/7/13,4,7,97,2013,70,1.982,post_accord
4/8/13,4,8,98,2013,70,1.982,post_accord
4/9/13,4,9,99,2013,70,1.982,post_accord
4/10/13,4,10,100,2013,70,1.982,post_accord
4/11/13,4,11,101,2013,68,1.926,post_accord
4/12/13,4,12,102,2013,67,1.897,post_accord
4/13/13,4,13,103,2013,67,1.897,post_accord
4/14/13,4,14,104,2013,67,1.897,post_accord
4/15/13,4,15,105,2013,66,1.869,post_accord
4/16/13,4,16,106,2013,65,1.841,post_accord
4/17/13,4,17,107,2013,65,1.841,post_accord
4/18/13,4,18,108,2013,66,1.869,post_accord
4/19/13,4,19,109,2013,70,1.982,post_accord
4/20/13,4,20,110,2013,71,2.01,post_accord
4/21/13,4,21,111,2013,71,2.01,post_accord
4/22/13,4,22,112,2013,70,1.982,post_accord
4/23/13,4,23,113,2013,71,2.01,post_accord
4/24/13,4,24,114,2013,72,2.039,post_accord
4/25/13,4,25,115,2013,71,2.01,post_accord
4/26/13,4,26,116,2013,68,1.926,post_accord
4/27/13,4,27,117,2013,64,1.812,post_accord
4/28/13,4,28,118,2013,60,1.699,post_accord
4/29/13,4,29,119,2013,57,1.614,post_accord
4/30/13,4,30,120,2013,54,1.529,post_accord
5/1/13,5,1,121,2013,51,1.444,post_accord
5/2/13,5,2,122,2013,48,1.359,post_accord
5/3/13,5,3,123,2013,46,1.303,post_accord
5/4/13,5,4,124,2013,44,1.246,post_accord
5/5/13,5,5,125,2013,43,1.218,post_accord
5/6/13,5,6,126,2013,43,1.218,post_accord
5/7/13,5,7,127,2013,43,1.218,post_accord
5/8/13,5,8,128,2013,43,1.218,post_accord
5/9/13,5,9,129,2013,43,1.218,post_accord
5/10/13,5,10,130,2013,43,1.218,post_accord
5/11/13,5,11,131,2013,43,1.218,post_accord
5/12/13,5,12,132,2013,43,1.218,post_accord
5/13/13,5,13,133,2013,43,1.218,post_accord
5/14/13,5,14,134,2013,43,1.218,post_accord
5/15/13,5,15,135,2013,43,1.218,post_accord
5/16/13,5,16,136,2013,43,1.218,post_accord
5/17/13,5,17,137,2013,45,1.274,post_accord
5/18/13,5,18,138,2013,46,1.303,post_accord
5/19/13,5,19,139,2013,46,1.303,post_accord
5/20/13,5,20,140,2013,46,1.303,post_accord
5/21/13,5,21,141,2013,46,1.303,post_accord
5/22/13,5,22,142,2013,46,1.303,post_accord
5/23/13,5,23,143,2013,46,1.303,post_accord
5/24/13,5,24,144,2013,46,1.303,post_accord
5/25/13,5,25,145,2013,47,1.331,post_accord
5/26/13,5,26,146,2013,47,1.331,post_accord
5/27/13,5,27,147,2013,47,1.331,post_accord
5/28/13,5,28,148,2013,50,1.416,post_accord
5/29/13,5,29,149,2013,51,1.444,post_accord
5/30/13,5,30,150,2013,53,1.501,post_accord
5/31/13,5,31,151,2013,48,1.359,post_accord
6/1/13,6,1,152,2013,46,1.303,post_accord
6/2/13,6,2,153,2013,45,1.274,post_accord
6/3/13,6,3,154,2013,43,1.218,post_accord
6/4/13,6,4,155,2013,43,1.218,post_accord
6/5/13,6,5,156,2013,43,1.218,post_accord
6/6/13,6,6,157,2013,43,1.218,post_accord
6/7/13,6,7,158,2013,48,1.359,post_accord
